D:\car\IMG\center_2020_02_07_16_50_54_366.jpg, D:\car\IMG\left_2020_02_07_16_50_54_366.jpg, D:\car\IMG\right_2020_02_07_16_50_54_366.jpg, 0, 0.1388061, 0, 0.07977397
D:\car\IMG\center_2020_02_07_16_50_54_749.jpg, D:\car\IMG\left_2020_02_07_16_50_54_749.jpg, D:\car\IMG\right_2020_02_07_16_50_54_749.jpg, 0, 1, 0, 3.930508
D:\car\IMG\center_2020_02_07_16_50_54_853.jpg, D:\car\IMG\left_2020_02_07_16_50_54_853.jpg, D:\car\IMG\right_2020_02_07_16_50_54_853.jpg, 0, 1, 0, 5.097408
D:\car\IMG\center_2020_02_07_16_50_54_969.jpg, D:\car\IMG\left_2020_02_07_16_50_54_969.jpg, D:\car\IMG\right_2020_02_07_16_50_54_969.jpg, 0, 1, 0, 6.482197
D:\car\IMG\center_2020_02_07_16_50_55_083.jpg, D:\car\IMG\left_2020_02_07_16_50_55_083.jpg, D:\car\IMG\right_2020_02_07_16_50_55_083.jpg, 0, 1, 0, 7.850882
D:\car\IMG\center_2020_02_07_16_50_55_197.jpg, D:\car\IMG\left_2020_02_07_16_50_55_197.jpg, D:\car\IMG\right_2020_02_07_16_50_55_197.jpg, -0.3412527, 1, 0, 8.945147
D:\car\IMG\center_2020_02_07_16_50_55_313.jpg, D:\car\IMG\left_2020_02_07_16_50_55_313.jpg, D:\car\IMG\right_2020_02_07_16_50_55_313.jpg, -0.5676183, 1, 0, 10.16712
D:\car\IMG\center_2020_02_07_16_50_55_424.jpg, D:\car\IMG\left_2020_02_07_16_50_55_424.jpg, D:\car\IMG\right_2020_02_07_16_50_55_424.jpg, -0.2356658, 1, 0, 11.60526
D:\car\IMG\center_2020_02_07_16_50_55_532.jpg, D:\car\IMG\left_2020_02_07_16_50_55_532.jpg, D:\car\IMG\right_2020_02_07_16_50_55_532.jpg, 0, 1, 0, 12.41377
D:\car\IMG\center_2020_02_07_16_50_55_634.jpg, D:\car\IMG\left_2020_02_07_16_50_55_634.jpg, D:\car\IMG\right_2020_02_07_16_50_55_634.jpg, 0, 1, 0, 13.70495
D:\car\IMG\center_2020_02_07_16_50_55_750.jpg, D:\car\IMG\left_2020_02_07_16_50_55_750.jpg, D:\car\IMG\right_2020_02_07_16_50_55_750.jpg, -0.3499245, 1, 0, 14.89639
D:\car\IMG\center_2020_02_07_16_50_55_887.jpg, D:\car\IMG\left_2020_02_07_16_50_55_887.jpg, D:\car\IMG\right_2020_02_07_16_50_55_887.jpg, -0.5335497, 1, 0, 16.25312
D:\car\IMG\center_2020_02_07_16_50_56_009.jpg, D:\car\IMG\left_2020_02_07_16_50_56_009.jpg, D:\car\IMG\right_2020_02_07_16_50_56_009.jpg, -0.1672314, 1, 0, 17.54405
D:\car\IMG\center_2020_02_07_16_50_56_123.jpg, D:\car\IMG\left_2020_02_07_16_50_56_123.jpg, D:\car\IMG\right_2020_02_07_16_50_56_123.jpg, 0, 1, 0, 18.75531
D:\car\IMG\center_2020_02_07_16_50_56_227.jpg, D:\car\IMG\left_2020_02_07_16_50_56_227.jpg, D:\car\IMG\right_2020_02_07_16_50_56_227.jpg, -0.311745, 1, 0, 19.61902
D:\car\IMG\center_2020_02_07_16_50_56_333.jpg, D:\car\IMG\left_2020_02_07_16_50_56_333.jpg, D:\car\IMG\right_2020_02_07_16_50_56_333.jpg, 0, 1, 0, 20.73479
D:\car\IMG\center_2020_02_07_16_50_56_436.jpg, D:\car\IMG\left_2020_02_07_16_50_56_436.jpg, D:\car\IMG\right_2020_02_07_16_50_56_436.jpg, 0, 1, 0, 21.66084
D:\car\IMG\center_2020_02_07_16_50_56_541.jpg, D:\car\IMG\left_2020_02_07_16_50_56_541.jpg, D:\car\IMG\right_2020_02_07_16_50_56_541.jpg, 0, 1, 0, 22.69307
D:\car\IMG\center_2020_02_07_16_50_56_660.jpg, D:\car\IMG\left_2020_02_07_16_50_56_660.jpg, D:\car\IMG\right_2020_02_07_16_50_56_660.jpg, 0, 1, 0, 23.85849
D:\car\IMG\center_2020_02_07_16_50_56_764.jpg, D:\car\IMG\left_2020_02_07_16_50_56_764.jpg, D:\car\IMG\right_2020_02_07_16_50_56_764.jpg, -0.3102189, 1, 0, 24.95297
D:\car\IMG\center_2020_02_07_16_50_56_871.jpg, D:\car\IMG\left_2020_02_07_16_50_56_871.jpg, D:\car\IMG\right_2020_02_07_16_50_56_871.jpg, -0.3686625, 1, 0, 25.75628
D:\car\IMG\center_2020_02_07_16_50_56_983.jpg, D:\car\IMG\left_2020_02_07_16_50_56_983.jpg, D:\car\IMG\right_2020_02_07_16_50_56_983.jpg, -0.03351058, 1, 0, 26.70955
D:\car\IMG\center_2020_02_07_16_50_57_083.jpg, D:\car\IMG\left_2020_02_07_16_50_57_083.jpg, D:\car\IMG\right_2020_02_07_16_50_57_083.jpg, 0, 1, 0, 27.82219
D:\car\IMG\center_2020_02_07_16_50_57_184.jpg, D:\car\IMG\left_2020_02_07_16_50_57_184.jpg, D:\car\IMG\right_2020_02_07_16_50_57_184.jpg, -0.0619092, 1, 0, 28.74925
D:\car\IMG\center_2020_02_07_16_50_57_285.jpg, D:\car\IMG\left_2020_02_07_16_50_57_285.jpg, D:\car\IMG\right_2020_02_07_16_50_57_285.jpg, -0.238866, 1, 0, 29.59708
D:\car\IMG\center_2020_02_07_16_50_57_392.jpg, D:\car\IMG\left_2020_02_07_16_50_57_392.jpg, D:\car\IMG\right_2020_02_07_16_50_57_392.jpg, 0, 1, 0, 30.18877
D:\car\IMG\center_2020_02_07_16_50_57_495.jpg, D:\car\IMG\left_2020_02_07_16_50_57_495.jpg, D:\car\IMG\right_2020_02_07_16_50_57_495.jpg, 0, 1, 0, 30.19017
D:\car\IMG\center_2020_02_07_16_50_57_598.jpg, D:\car\IMG\left_2020_02_07_16_50_57_598.jpg, D:\car\IMG\right_2020_02_07_16_50_57_598.jpg, 0, 1, 0, 30.19042
D:\car\IMG\center_2020_02_07_16_50_57_718.jpg, D:\car\IMG\left_2020_02_07_16_50_57_718.jpg, D:\car\IMG\right_2020_02_07_16_50_57_718.jpg, -0.3613245, 1, 0, 30.16238
D:\car\IMG\center_2020_02_07_16_50_57_821.jpg, D:\car\IMG\left_2020_02_07_16_50_57_821.jpg, D:\car\IMG\right_2020_02_07_16_50_57_821.jpg, -0.05501129, 1, 0, 30.19097
D:\car\IMG\center_2020_02_07_16_50_57_929.jpg, D:\car\IMG\left_2020_02_07_16_50_57_929.jpg, D:\car\IMG\right_2020_02_07_16_50_57_929.jpg, 0, 1, 0, 30.19006
D:\car\IMG\center_2020_02_07_16_50_58_050.jpg, D:\car\IMG\left_2020_02_07_16_50_58_050.jpg, D:\car\IMG\right_2020_02_07_16_50_58_050.jpg, -0.3611271, 1, 0, 30.16609
D:\car\IMG\center_2020_02_07_16_50_58_170.jpg, D:\car\IMG\left_2020_02_07_16_50_58_170.jpg, D:\car\IMG\right_2020_02_07_16_50_58_170.jpg, -0.005247593, 1, 0, 30.18981
D:\car\IMG\center_2020_02_07_16_50_58_276.jpg, D:\car\IMG\left_2020_02_07_16_50_58_276.jpg, D:\car\IMG\right_2020_02_07_16_50_58_276.jpg, 0, 1, 0, 30.18955
D:\car\IMG\center_2020_02_07_16_50_58_380.jpg, D:\car\IMG\left_2020_02_07_16_50_58_380.jpg, D:\car\IMG\right_2020_02_07_16_50_58_380.jpg, 0, 1, 0, 30.19029
D:\car\IMG\center_2020_02_07_16_50_58_482.jpg, D:\car\IMG\left_2020_02_07_16_50_58_482.jpg, D:\car\IMG\right_2020_02_07_16_50_58_482.jpg, -0.3025185, 1, 0, 30.17517
D:\car\IMG\center_2020_02_07_16_50_58_597.jpg, D:\car\IMG\left_2020_02_07_16_50_58_597.jpg, D:\car\IMG\right_2020_02_07_16_50_58_597.jpg, -0.6520386, 1, 0, 30.13301
D:\car\IMG\center_2020_02_07_16_50_58_713.jpg, D:\car\IMG\left_2020_02_07_16_50_58_713.jpg, D:\car\IMG\right_2020_02_07_16_50_58_713.jpg, -0.3059641, 1, 0, 30.19445
D:\car\IMG\center_2020_02_07_16_50_58_835.jpg, D:\car\IMG\left_2020_02_07_16_50_58_835.jpg, D:\car\IMG\right_2020_02_07_16_50_58_835.jpg, 0, 1, 0, 30.18552
D:\car\IMG\center_2020_02_07_16_50_58_955.jpg, D:\car\IMG\left_2020_02_07_16_50_58_955.jpg, D:\car\IMG\right_2020_02_07_16_50_58_955.jpg, 0, 1, 0, 30.1893
D:\car\IMG\center_2020_02_07_16_50_59_081.jpg, D:\car\IMG\left_2020_02_07_16_50_59_081.jpg, D:\car\IMG\right_2020_02_07_16_50_59_081.jpg, 0, 1, 0, 30.19002
D:\car\IMG\center_2020_02_07_16_50_59_201.jpg, D:\car\IMG\left_2020_02_07_16_50_59_201.jpg, D:\car\IMG\right_2020_02_07_16_50_59_201.jpg, 0.1804029, 1, 0, 30.18109
D:\car\IMG\center_2020_02_07_16_50_59_325.jpg, D:\car\IMG\left_2020_02_07_16_50_59_325.jpg, D:\car\IMG\right_2020_02_07_16_50_59_325.jpg, 0.35061, 1, 0, 30.17922
D:\car\IMG\center_2020_02_07_16_50_59_444.jpg, D:\car\IMG\left_2020_02_07_16_50_59_444.jpg, D:\car\IMG\right_2020_02_07_16_50_59_444.jpg, 0, 1, 0, 30.18557
D:\car\IMG\center_2020_02_07_16_50_59_559.jpg, D:\car\IMG\left_2020_02_07_16_50_59_559.jpg, D:\car\IMG\right_2020_02_07_16_50_59_559.jpg, 0, 1, 0, 30.18973
D:\car\IMG\center_2020_02_07_16_50_59_674.jpg, D:\car\IMG\left_2020_02_07_16_50_59_674.jpg, D:\car\IMG\right_2020_02_07_16_50_59_674.jpg, 0, 1, 0, 30.19102
D:\car\IMG\center_2020_02_07_16_50_59_782.jpg, D:\car\IMG\left_2020_02_07_16_50_59_782.jpg, D:\car\IMG\right_2020_02_07_16_50_59_782.jpg, 0, 1, 0, 30.1906
D:\car\IMG\center_2020_02_07_16_50_59_911.jpg, D:\car\IMG\left_2020_02_07_16_50_59_911.jpg, D:\car\IMG\right_2020_02_07_16_50_59_911.jpg, 0, 1, 0, 30.19077
D:\car\IMG\center_2020_02_07_16_51_00_013.jpg, D:\car\IMG\left_2020_02_07_16_51_00_013.jpg, D:\car\IMG\right_2020_02_07_16_51_00_013.jpg, 0, 1, 0, 30.19063
D:\car\IMG\center_2020_02_07_16_51_00_125.jpg, D:\car\IMG\left_2020_02_07_16_51_00_125.jpg, D:\car\IMG\right_2020_02_07_16_51_00_125.jpg, 0, 1, 0, 30.1906
D:\car\IMG\center_2020_02_07_16_51_00_236.jpg, D:\car\IMG\left_2020_02_07_16_51_00_236.jpg, D:\car\IMG\right_2020_02_07_16_51_00_236.jpg, 0, 1, 0, 30.19062
D:\car\IMG\center_2020_02_07_16_51_00_346.jpg, D:\car\IMG\left_2020_02_07_16_51_00_346.jpg, D:\car\IMG\right_2020_02_07_16_51_00_346.jpg, 0, 0.6724432, 0, 30.10297
D:\car\IMG\center_2020_02_07_16_51_00_458.jpg, D:\car\IMG\left_2020_02_07_16_51_00_458.jpg, D:\car\IMG\right_2020_02_07_16_51_00_458.jpg, -0.1522668, 0.3352912, 0, 30.02733
D:\car\IMG\center_2020_02_07_16_51_00_571.jpg, D:\car\IMG\left_2020_02_07_16_51_00_571.jpg, D:\car\IMG\right_2020_02_07_16_51_00_571.jpg, -0.326886, 0, 0, 29.6869
D:\car\IMG\center_2020_02_07_16_51_00_688.jpg, D:\car\IMG\left_2020_02_07_16_51_00_688.jpg, D:\car\IMG\right_2020_02_07_16_51_00_688.jpg, 0, 0, 0, 29.32308
D:\car\IMG\center_2020_02_07_16_51_00_804.jpg, D:\car\IMG\left_2020_02_07_16_51_00_804.jpg, D:\car\IMG\right_2020_02_07_16_51_00_804.jpg, 0, 0.1725819, 0, 29.04224
D:\car\IMG\center_2020_02_07_16_51_00_936.jpg, D:\car\IMG\left_2020_02_07_16_51_00_936.jpg, D:\car\IMG\right_2020_02_07_16_51_00_936.jpg, 0, 0.56646, 0, 29.26952
